Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00 2998243/3498242     int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [47]
[36]     0.0    0.00    0.00 3498242         int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [36]
                0.00    0.00 3498242/3498242     int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [28]
-----------------------------------------------
                0.00    0.00 2998243/2998243     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [46]
[37]     0.0    0.00    0.00 2998243         __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [37]
                0.00    0.00 2998243/2998243     std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [44]
-----------------------------------------------
                0.00    0.00 2998243/2998243     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [46]
[38]     0.0    0.00    0.00 2998243         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [38]
-----------------------------------------------
                0.00    0.00 2998243/2998243     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [46]
[39]     0.0    0.00    0.00 2998243         std::vector<int, std::allocator<int> >::end() const [39]
                0.00    0.00 2998243/5996486     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [14]
-----------------------------------------------
                0.00    0.00 2998243/2998243     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [46]
[40]     0.0    0.00    0.00 2998243         std::vector<int, std::allocator<int> >::size() const [40]
-----------------------------------------------
                0.00    0.00 2998243/2998243     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [46]
[41]     0.0    0.00    0.00 2998243         std::vector<int, std::allocator<int> >::begin() const [41]
                0.00    0.00 2998243/5996486     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [14]
-----------------------------------------------
                0.00    0.00 2998243/2998243     std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [43]
[42]     0.0    0.00    0.00 2998243         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [42]
                0.00    0.00 2998243/3498242     std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [29]
-----------------------------------------------
                0.00    0.00 2998243/2998243     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [46]
[43]     0.0    0.00    0.00 2998243         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [43]
                0.00    0.00 2998243/3498242     std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [30]
                0.00    0.00 2998243/2998243     std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [42]
-----------------------------------------------
                0.00    0.00 2998243/2998243     __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [37]
[44]     0.0    0.00    0.00 2998243         std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [44]
                0.00    0.00 2998243/7496483     std::allocator<int>::allocator(std::allocator<int> const&) [13]
-----------------------------------------------
                0.00    0.00 2998243/2998243     int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [48]
[45]     0.0    0.00    0.00 2998243         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [45]
                0.00    0.00 2998243/2998243     int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [50]
-----------------------------------------------
                0.00    0.00       1/2998243     std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::pair<std::vector<int, std::allocator<int> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, true>(std::vector<int, std::allocator<int> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [164]
                0.00    0.00  499998/2998243     std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::pair<std::vector<int, std::allocator<int> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true>(std::vector<int, std::allocator<int> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [104]
                0.00    0.00  499999/2998243     std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::pair(std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [81]
                0.00    0.00 1998245/2998243     bfs[abi:cxx11]() [143]
[46]     0.0    0.00    0.00 2998243         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [46]
                0.00    0.00 2998243/2998243     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [38]
                0.00    0.00 2998243/2998243     __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [37]
                0.00    0.00 2998243/2998243     std::vector<int, std::allocator<int> >::size() const [40]
                0.00    0.00 2998243/2998243     std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [43]
                0.00    0.00 2998243/7996482     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [11]
                0.00    0.00 2998243/7996482     std::allocator<int>::~allocator() [10]
                0.00    0.00 2998243/2998243     std::vector<int, std::allocator<int> >::end() const [39]
                0.00    0.00 2998243/2998243     std::vector<int, std::allocator<int> >::begin() const [41]
                0.00    0.00 2998243/2998243     int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [49]
-----------------------------------------------
                0.00    0.00 2998243/2998243     int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [50]
[47]     0.0    0.00    0.00 2998243         int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [47]
                0.00    0.00 5996486/5996486     int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [17]
                0.00    0.00 2998243/3498242     int* std::__niter_base<int*>(int*) [34]
                0.00    0.00 2998243/3498242     int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [36]
                0.00    0.00 2998243/3498242     int* std::__niter_wrap<int*>(int* const&, int*) [35]
-----------------------------------------------
                0.00    0.00 2998243/2998243     int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [49]
[48]     0.0    0.00    0.00 2998243         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [48]
                0.00    0.00 2998243/2998243     int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [45]
-----------------------------------------------
                0.00    0.00 2998243/2998243     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [46]
[49]     0.0    0.00    0.00 2998243         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [49]
                0.00    0.00 2998243/2998243     int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [48]
-----------------------------------------------
                0.00    0.00 2998243/2998243     int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [45]
[50]     0.0    0.00    0.00 2998243         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [50]
                0.00    0.00 5996486/5996486     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [16]
                0.00    0.00 2998243/2998243     int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [47]
-----------------------------------------------
                0.00    0.00 1998245/1998245     bfs[abi:cxx11]() [143]
[51]     0.0    0.00    0.00 1998245         canGo(std::vector<int, std::allocator<int> >, int, int) [51]
                0.00    0.00 5996480/11497210     std::vector<int, std::allocator<int> >::operator[](unsigned long) [8]
-----------------------------------------------
                0.00    0.00   55555/1555552     void std::deque<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_push_back_aux<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [124]
                0.00    0.00  499999/1555552     void std::deque<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::emplace_back<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [83]
                0.00    0.00  499999/1555552     void std::allocator_traits<std::allocator<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::construct<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::allocator<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&, std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*, std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [78]
                0.00    0.00  499999/1555552     void __gnu_cxx::new_allocator<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::construct<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*, std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [65]
[52]     0.0    0.00    0.00 1555552         std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&& std::forward<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::remove_reference<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::type&) [52]
-----------------------------------------------
                0.00    0.00  499999/1499997     void __gnu_cxx::new_allocator<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::destroy<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*) [64]
                0.00    0.00  999998/1499997     bfs[abi:cxx11]() [143]
[53]     0.0    0.00    0.00 1499997         std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~pair() [53]
                0.00    0.00 1499997/3998241     std::vector<int, std::allocator<int> >::~vector() [23]
-----------------------------------------------
                0.00    0.00  499999/999998      std::vector<int, std::allocator<int> >::vector(std::initializer_list<int>, std::allocator<int> const&) [93]
                0.00    0.00  499999/999998      std::initializer_list<int>::end() const [68]
[54]     0.0    0.00    0.00  999998         std::initializer_list<int>::begin() const [54]
-----------------------------------------------
                0.00    0.00  999998/999998      int* std::copy<int const*, int*>(int const*, int const*, int*) [100]
[55]     0.0    0.00    0.00  999998         int const* std::__miter_base<int const*>(int const*) [55]
-----------------------------------------------
                0.00    0.00  999998/999998      int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [96]
[56]     0.0    0.00    0.00  999998         int const* std::__niter_base<int const*>(int const*) [56]
-----------------------------------------------
                0.00    0.00  999998/999998      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&&) [73]
[57]     0.0    0.00    0.00  999998         std::remove_reference<std::_Vector_base<int, std::allocator<int> >::_Vector_impl&>::type&& std::move<std::_Vector_base<int, std::allocator<int> >::_Vector_impl&>(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&) [57]
-----------------------------------------------
                0.00    0.00  499999/999998      std::queue<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::deque<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::push(std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [88]
                0.00    0.00  499999/999998      std::deque<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::push_back(std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [86]
[58]     0.0    0.00    0.00  999998         std::remove_reference<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&>::type&& std::move<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&>(std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [58]
-----------------------------------------------
                0.00    0.00       1/999998      std::pair<std::__decay_and_strip<std::vector<int, std::allocator<int> >&>::__type, std::__decay_and_strip<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::__type> std::make_pair<std::vector<int, std::allocator<int> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::vector<int, std::allocator<int> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [175]
                0.00    0.00       1/999998      std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::pair<std::vector<int, std::allocator<int> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, true>(std::vector<int, std::allocator<int> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [164]
                0.00    0.00  499998/999998      std::pair<std::__decay_and_strip<std::vector<int, std::allocator<int> >&>::__type, std::__decay_and_strip<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::__type> std::make_pair<std::vector<int, std::allocator<int> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::vector<int, std::allocator<int> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [105]
                0.00    0.00  499998/999998      std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::pair<std::vector<int, std::allocator<int> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true>(std::vector<int, std::allocator<int> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [104]
[59]     0.0    0.00    0.00  999998         std::vector<int, std::allocator<int> >& std::forward<std::vector<int, std::allocator<int> >&>(std::remove_reference<std::vector<int, std::allocator<int> >&>::type&) [59]
-----------------------------------------------
                0.00    0.00  499998/999996      std::pair<std::__decay_and_strip<std::vector<int, std::allocator<int> >&>::__type, std::__decay_and_strip<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::__type> std::make_pair<std::vector<int, std::allocator<int> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::vector<int, std::allocator<int> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [105]
                0.00    0.00  499998/999996      std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::pair<std::vector<int, std::allocator<int> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true>(std::vector<int, std::allocator<int> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [104]
[60]     0.0    0.00    0.00  999996         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type&) [60]
-----------------------------------------------
                0.00    0.00   55555/555554      std::deque<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_S_max_size(std::allocator<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [122]
                0.00    0.00  499999/555554      std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [90]
[61]     0.0    0.00    0.00  555554         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [61]
-----------------------------------------------
                0.00    0.00       1/500003      std::deque<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::end() [167]
                0.00    0.00       2/500003      std::deque<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_destroy_data(std::_Deque_iterator<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*>, std::_Deque_iterator<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*>, std::allocator<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [165]
                0.00    0.00  500000/500003      std::deque<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::begin() [63]
[62]     0.0    0.00    0.00  500003         std::_Deque_iterator<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*>::_Deque_iterator(std::_Deque_iterator<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*> const&) [62]
-----------------------------------------------
                0.00    0.00       1/500000      std::deque<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::~deque() [169]
                0.00    0.00  499999/500000      std::deque<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::front() [84]
[63]     0.0    0.00    0.00  500000         std::deque<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::begin() [63]
                0.00    0.00  500000/500003      std::_Deque_iterator<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*>::_Deque_iterator(std::_Deque_iterator<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*> const&) [62]
-----------------------------------------------
                0.00    0.00  499999/499999      void std::allocator_traits<std::allocator<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::destroy<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::allocator<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&, std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*) [77]
[64]     0.0    0.00    0.00  499999         void __gnu_cxx::new_allocator<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::destroy<std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*) [64]
                0.00    0.00  499999/1499997     std::pair<std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~pair() [53]
-----------------------------------------------
